word,code(s)
home caterers,"187, 319"
home child care provider,occ2000-460
home demonstration agent,occ2000-255
home demonstrator,occ2000-490
home economics expert,occ2000-255
home economics extension worker,occ2000-255
home economics teacher,"occ2000-232, occ2000-220, occ2000-234"
home economist,occ2000-255
home fire alarm installer,occ2000-713
home furnishings sales,occ2000-476
home health aide,"354, occ2000-360"
home health aides,354
home health care social worker,occ2000-201
home housekeeper,occ2000-423
home improvement contractor,occ2000-022
home improvement sales,"occ2000-484, occ2000-476"
home lighting adviser,occ2000-263
home management supervisor,occ2000-255
home mission worker,occ2000-206
home office representative,occ2000-481
home planning consultant sales,occ2000-476
home restoration service cleaner,occ2000-422
home security consultant,189
home security consultants,189
home service adviser,occ2000-255
home service consultant,occ2000-255
home service demonstrator,occ2000-490
home service director,"occ2000-255, occ2000-042"
home supervisor,"occ2000-255, occ2000-201"
home teaching grades 7 and 8 teacher,occ2000-231
home teaching grades 9 thru 12 teacher,occ2000-232
home visitor,occ2000-202
homemaker,"301–309, occ2000-461"
homemakers,301–309
homemaking rehabilitation consultant,occ2000-200
homeopathic doctor,occ2000-326
homeowner association manager,occ2000-041
homicide investigator,occ2000-382
homicide squad commanding officer,occ2000-371
homogenizer operator,occ2000-864
honer,occ2000-800
honey blender,occ2000-784
honey extractor,occ2000-605
honey processor,occ2000-864
honeycomb blanket maker,occ2000-771
honeycomb decapper,occ2000-896
honing machine operator,occ2000-800
hood fitter,occ2000-775
hood maker,occ2000-775
hoof trimmer,occ2000-896
hook and eye machine operator,occ2000-832
"hook on--see ""crane hooker""",occ2000-
hook puller,occ2000-896
hook tender,"occ2000-613, occ2000-756"
hook up,occ2000-896
hook up driver,occ2000-913
hooker,"occ2000-834, occ2000-962, occ2000-610, occ2000-846"
hooker inspector,occ2000-874
hooker machine tender,occ2000-846
hooker off,occ2000-896
hooker on,"occ2000-896, occ2000-896, occ2000-613"
hooker up,"occ2000-896, occ2000-896, occ2000-613"
hooking machine operator,occ2000-802
hookman,"occ2000-613, occ2000-962"
hoop coiler,occ2000-963
hoop cutter,occ2000-853
hoop expander,occ2000-854
hoop machine operator,occ2000-854
hoop maker,occ2000-854
hoop puncher,occ2000-795
hoop riveter,occ2000-854
hooper,occ2000-854
hooven operator,occ2000-581
hop picker,occ2000-605
hop strainer,occ2000-864
hop trainer,occ2000-605
hop worker,occ2000-605
hopper feeder,occ2000-963
hopper filler,occ2000-963
hopper operator,occ2000-810
horizontal boring mill operator,occ2000-796
horizontal boring mill set up operator,occ2000-796
horizontal drill operator,occ2000-682
horizontal earth boring machine operator,occ2000-682
horizontal earth boring machine operator helper,occ2000-693
horn,KZ-Music
horologist,occ2000-743
horologist apprentice,occ2000-743
horse breaker,occ2000-434
horse breeder,occ2000-602
horse buyer,occ2000-051
horse doctor,occ2000-325
horse exerciser,occ2000-435
horse groomer,"occ2000-605, occ2000-435"
horse race starter or timer,occ2000-272
horse racetrack manager,occ2000-043
horse racing manager,occ2000-043
horse rider,occ2000-435
horse show manager,occ2000-043
horse trader,occ2000-051
horse trainer,"occ2000-434, occ2000-434, occ2000-272"
horse wrangler,"occ2000-434, occ2000-605"
horseback excavator,occ2000-952
horseman,"occ2000-434, occ2000-272"
horser up,occ2000-963
horses or mules teamster,"occ2000-605, occ2000-975"
horseshoer,occ2000-435
horticultural and nursery sales,occ2000-476
horticultural farmer,"occ2000-020, occ2000-021"
horticultural farmworker,occ2000-605
horticultural services supervisor,occ2000-421
horticultural specialty farming supervisor,occ2000-600
horticultural specialty grower,"occ2000-020, occ2000-605"
horticultural worker,"occ2000-425, occ2000-605"
horticulture teacher,occ2000-220
horticulturist,"040, occ2000-160, occ2000-020, occ2000-021"
horticulturists,040
hose builder,occ2000-775
hose handler,occ2000-640
hose inspector,occ2000-874
hose maker,"occ2000-841, occ2000-775"
hose mender,occ2000-832
hose seamer,occ2000-832
hose sprayer,"occ2000-605, occ2000-605"
hose stripper,occ2000-896
hose tubing backer,occ2000-963
hoseman,"occ2000-626, occ2000-640, occ2000-374"
hosiery bagger,occ2000-964
hosiery knitter,occ2000-841
hosiery mater,"occ2000-846, occ2000-874"
hosiery mender,occ2000-835
hosiery operator,occ2000-832
hosiery pairer,"occ2000-846, occ2000-874"
hosiery repairer,occ2000-832
hosing docks and pens sanitation worker,occ2000-961
hosing machinery sanitation worker,occ2000-961
hospice administrator,occ2000-035
hospice admitting clerk,occ2000-531
hospice aide,occ2000-360
hospice director,occ2000-035
hospice entrance attendant,occ2000-360
hospice fellow,occ2000-306
hospice plan administrator,occ2000-035
hospice social worker,occ2000-201
hospice superintendent,occ2000-035
hospice worker,355
hospice workers,355
hospital,naics-62
hospital administrator,"187, occ2000-035"
hospital administrators,187
hospital admissions officer,occ2000-500
hospital admitting clerk,occ2000-531
hospital aide,occ2000-360
hospital aides and assistants teacher,"occ2000-220, occ2000-220"
hospital attendant,occ2000-360
hospital cleaner,occ2000-422
hospital clinic assistant,occ2000-365
hospital corpsman,occ2000-360
hospital director,occ2000-035
hospital fellow,occ2000-306
hospital food service worker,occ2000-412
hospital librarian,occ2000-243
hospital manager,occ2000-035
hospital orderly,occ2000-360
hospital pharmacist,occ2000-305
hospital plan administrator,occ2000-035
hospital social worker,occ2000-201
hospital superintendent,occ2000-035
hospital supervisor,occ2000-035
hospital technician,occ2000-353
hospital television rental clerk,occ2000-474
hospital tray service worker,occ2000-412
hospitality cashier,211
hospitality cashiers,211
hospitality house supervisor,occ2000-432
host/hostess ,"occ2000-280, occ2000-415, occ2000-415, occ2000-490"
hostess cashier,occ2000-472
hostler,"occ2000-920, occ2000-913, occ2000-962, occ2000-435, occ2000-613"
hostler helper,occ2000-926
hot baller,occ2000-804
hot blast worker,occ2000-804
hot box checker,occ2000-926
hot box operator,occ2000-962
hot box spotter,occ2000-926
hot braider,occ2000-896
hot car charger,occ2000-804
hot car operator,occ2000-960
hot cell technician,occ2000-196
hot die press operator,occ2000-871
hot dimpling machine operator,occ2000-795
hot dip galvanizer,occ2000-820
hot dip plater,"occ2000-820, occ2000-820"
hot dip plating supervisor,occ2000-770
hot dip tinning supervisor,occ2000-770
hot dipper,occ2000-881
hot dog vendor,occ2000-412
hot frame tender,occ2000-846
hot iron worker,occ2000-804
hot kettle tender,occ2000-880
hot man,occ2000-735
hot metal car operator,occ2000-804
hot metal charger,occ2000-804
hot metal mixer operator,occ2000-822
hot metal mixer operator helper,occ2000-895
hot mill observer,occ2000-792
hot mill operator,occ2000-794
hot mill roller,occ2000-794
hot mill shearer,occ2000-871
hot mill tin roller,"occ2000-794, occ2000-794"
hot mill worker,occ2000-815
hot mix operator,occ2000-865
hot molder,occ2000-810
hot oiler,occ2000-673
hot packer,occ2000-365
hot patcher,occ2000-896
hot pipe gauger,occ2000-896
hot plate plywood press laborer,occ2000-962
hot plate press operator,occ2000-872
hot pond operator,occ2000-896
hot press operator,occ2000-872
hot punch press operator,occ2000-795
hot roller,occ2000-794
hot room attendant,"occ2000-465, occ2000-443"
hot saw helper,occ2000-895
hot saw operator,occ2000-795
hot stamp operator,occ2000-795
hot stick man,occ2000-741
hot strip finisher,occ2000-794
hot strip mill supervisor,occ2000-770
hot tamale man,occ2000-412
hot tar roofer,occ2000-651
hot top liner,occ2000-622
hot top liner helper,occ2000-895
hot walker,occ2000-435
hot water heater installer,occ2000-644
hot wort settler,occ2000-864
hot wound spring production supervisor,occ2000-770
hotbed lever operator,occ2000-794
hotbed operator,occ2000-794
hotel and dining room cashier,occ2000-472
hotel bellhops and porter,324
hotel bellhops and porters,324
hotel casino floorperson,occ2000-443
hotel clerk,occ2000-530
hotel desk clerk,"238, occ2000-530"
hotel desk clerks,238
hotel executive housekeeper,187
hotel executive housekeepers,187
hotel houseworker,"321, 323"
hotel houseworkers,"321, 323"
hotel man,occ2000-034
hotel manager,187
hotel managers,187
hotel or motel \ any not listed supervisor,occ2000-420
hotel or motel front desk clerk,occ2000-530
hotel or motel manager,occ2000-034
hotel services sales,occ2000-484
hotel superintendent,occ2000-034
hotel supplies sales,occ2000-485
house & garden,naics-51
house carpenter,occ2000-623
house carpenter repairer,occ2000-623
house cleaner,"occ2000-423, occ2000-423"
house cleaner supervisor,occ2000-420
house decorator,occ2000-642
house detective,"occ2000-391, occ2000-382"
house evaluator,occ2000-081
house father,"occ2000-464, occ2000-380"
house furnishings supervisor,occ2000-770
house girl,occ2000-423
house judiciary committee,naics-92
house manager,occ2000-043
house model,occ2000-490
house mother,"occ2000-464, occ2000-380"
house mover,"occ2000-900, occ2000-676"
house mover helper,occ2000-626
house moving supervisor,occ2000-620
house of lords,naics-92
house officer,occ2000-391
house or other buildings painter,occ2000-642
house painter,occ2000-642
house parent,"occ2000-464, occ2000-380"
house piping inspector,occ2000-874
house player,occ2000-272
house servant,occ2000-465
house shorer,occ2000-676
house sitter,occ2000-465
house superintendent,occ2000-420
house to house sales,occ2000-495
house visitor,occ2000-202
house wirer,occ2000-635
house wrecker,"occ2000-022, occ2000-676"
houseboy,occ2000-422
housefellow,occ2000-464
household appliance assembler,occ2000-772
household appliance fixer,occ2000-732
household appliance installer,occ2000-732
household appliance mechanic,occ2000-732
household appliances sales,occ2000-476
household cook,occ2000-402
household manager,occ2000-420
housekeeper,301
housekeeper ,"occ2000-423, occ2000-423, occ2000-423"
housekeepers,301
housekeeping,occ2000-423
housekeeping aide,occ2000-423
housekeeping cleaner,occ2000-423
housekeeping department worker,occ2000-423
housekeeping supervisor,occ2000-420
housemaid,occ2000-423
houseman ,"occ2000-863, occ2000-896, occ2000-962, occ2000-422, occ2000-392"
houses sales,occ2000-492
housesmith,occ2000-653
housetrailer servicer,"occ2000-755, occ2000-755"
housewares sales,occ2000-476
housework,occ2000-423
housing director,"occ2000-034, occ2000-041"
housing inspector,occ2000-666
housing installer,occ2000-775
housing manager,occ2000-041
housing officer,occ2000-034
housing relocator,occ2000-041
houston natural gas corporation,naics-21
howard r. hughes,naics-54
howard university,"naics-61, naics-71"
hub bander,occ2000-775
hub borer,occ2000-796
hub cutter,occ2000-813
huckster,occ2000-495
hull drafter,occ2000-154
hull engineer,occ2000-144
hull grinder,occ2000-865
hull inspector,occ2000-874
huller,occ2000-865
huller operator,occ2000-865
human anatomy teacher,occ2000-220
human factors engineer,occ2000-143
human factors scientist,occ2000-182
human relations teacher,occ2000-220
human resources assistant,occ2000-536
human resources manager,occ2000-013
human resources specialist,occ2000-062
human service technician,occ2000-202
human services assistant,occ2000-202
human services manager,occ2000-013
human services worker,occ2000-202
humane agent,occ2000-390
humane officer,occ2000-390
humanities teacher,occ2000-220
humidifier attendant,occ2000-896
humidifier operator,occ2000-896
humorist,occ2000-285
hunter ,occ2000-611
hunter skin diver,occ2000-610
hunting and fishing guide,occ2000-454
hunting guide,occ2000-454
hurdy-gurdy,KZ-Music
husker operator,occ2000-865
hy lift operator,occ2000-960
hybrid corn breeder,"occ2000-160, occ2000-020, occ2000-021"
hydramatic mechanic,occ2000-720
hydramatic specialist,occ2000-720
hydrant setter,occ2000-644
hydrate control tender,occ2000-864
hydration plant operator,occ2000-865
hydrator,occ2000-865
hydrator operator,occ2000-865
hydraulic assembler,occ2000-771
hydraulic auto jack mechanic,occ2000-722
hydraulic billet maker,occ2000-872
hydraulic blocker,occ2000-846
hydraulic boom operator,occ2000-956
hydraulic chair assembler,occ2000-775
hydraulic elevator constructor,occ2000-670
hydraulic engineer,"occ2000-146, occ2000-136"
hydraulic hammer operator,occ2000-632
hydraulic jack adjuster,occ2000-626
hydraulic jack mechanic,occ2000-722
hydraulic jack operator,occ2000-626
hydraulic lift driver,occ2000-960
hydraulic maintenance technician,638
hydraulic maintenance technicians,638
hydraulic mechanic,"occ2000-720, occ2000-714, occ2000-722, occ2000-733"
hydraulic miner ,occ2000-684
hydraulic operator,"occ2000-684, occ2000-793"
hydraulic plumber,occ2000-644
hydraulic press operator,"occ2000-880, occ2000-871"
hydraulic press servicer,occ2000-733
"hydraulic riveter--see ""riveter""",occ2000-
hydraulic specialist,occ2000-720
hydraulic strainer operator,occ2000-822
hydraulic tester,occ2000-874
hydraulics teacher,occ2000-220
hydro mechanic,occ2000-722
hydro operator,occ2000-860
hydro plant operator,occ2000-860
hydro pneumatic,occ2000-874
hydro sprayer operator,occ2000-605
hydro station operator,occ2000-860
hydrochloric acid operator,occ2000-864
hydrochloric area supervisor,occ2000-770
hydrocrane operator,occ2000-951
hydrodynamicist,occ2000-153
hydrodynamics teacher,occ2000-220
hydroelectric machinery mechanic,occ2000-733
hydroelectric machinery mechanic helper,occ2000-761
hydroelectric operator,occ2000-860
hydroelectric plant maintainer,occ2000-422
hydroelectric plant maintenance,occ2000-733
hydroelectric station operator,occ2000-860
hydrogen operator,occ2000-864
hydrogenation operator,occ2000-863
hydrogenation still operator,occ2000-864
hydrogeologist,occ2000-174
hydrographer,occ2000-193
hydrographic engineer,occ2000-136
hydrography teacher,occ2000-220
hydrologist,"024, occ2000-174"
hydrologists,024
hydrology teacher,occ2000-220
hydrometeorologist,occ2000-171
hydrometeorology teacher,occ2000-220
hydrometer calibrator,occ2000-743
hydrometer tester,occ2000-874
hydropress operator,occ2000-795
